author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms,perplexity
Ефтим Клетников,НЕ МИНУВАЈТЕ ПОКРАЈ ГРОБОВИТЕ НА ДЕВОЈКИТЕ - 1,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Увид
Негативна емоција
Анксиозност
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со љубопитност
Зборови поврзани со ризик
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Зборови кои означуваат жени
Интерпункциски симболи",Детска мелодија во таjna,"Детска мелодија во таjna

Во мракот низ темниот пат,
над детето прска водата.
Татко го држи со сила за рака,
под пред него се шири плавина.

Што крие подот под нозете?
Нејасно одѕвучува некоја песна,
сè уште одјекува во неговите уши.
Во лицето се одразува некоја загриженост,
но мора да го следи таткото,
низ овој мрачен и непознат свет.

Таа мелодија, таа детска тажна мелодија,
постојано се провлекува во неговиот ум.
Неизбежно, како да го влече кон нешто,
што само тој може да го сфати.

Низ овој ризик, низ оваа темнина,
детето чувствува зебња и страв.
Но, верува во раката на татка си,
дека ќе го однесе на сигурно место.

Тагата го обзема, а минатото го праска,
додека напред чекори во неизвесност.
Секој чекор, секоја секунда, го приближува
кон неговата тајна мелодија.",941,377,1318,5112,33.82987976074219
Ефтим Клетников,***,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Тага
Неутрален тон
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Тој што одеше пред,"Тој што одеше пред

Низ мракот, детето чекореше,
Татко му над него прскаше,
Во темната вода, темниот спокој.

Пред нив, низ времето, корачаше,
Столба над него, мирен и сенка.
Под небо, над кој лебдеа магли.

Од минатото, сенките се будеа,
Над водата, тагата се онеспокојуваше.
Во неутрален тон, тој што одеше пред.",814,180,994,2429,77.44322204589844
Ефтим Клетников,НОЌНА СВАДБА - 1,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Сексуална содржина
Зборови поврзани со религија
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Нешто друго,"Нешто друго

Во мракот што го прска мојот татко,
низ темниот водопад над детето,
се распрснува безброј искри.
Под водата, што ја гледам како се движи,
во рацете на сенките, што ме фатија,
се откриваат знаци на судбината.
Пред мене, во вечна белина,
среде овој тежок воздух,
останува само трагата на минатото.
Меѓутоа, низ бледото сонце,
прикриено зад тага и болка,
назирам замаглен одблесок на некоја друга реалност.",940,212,1152,2836,54.846038818359375
Ефтим Клетников,21 јули 1983,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Бидување несигурен/колеблив
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи
Броеви",Водата што врие,"Водата што врие

Во мракот на ноќта, детето ме следи,
низ темниот коридор на времето.
Глувите очи, што гледаат во ништо,
ме призоваат во своето бесмртно царство.

Над мене, капки што прскаат, 
паѓаат како солзи од небото.
Под моите нозе, водата што врие,
ме влече во длабочините на вечноста.

Пред мене, татко застанува,
со погледот вперен во ништото.
Во неговите раце, детето се лулее,
обвиткано во плашт од тага.

Ова е времето што го нема,
кое одекнува во секоја пукнатина на душата.
Ова е звукот на ветерот што шепоти,
навестувајќи ја близината на смртта.

Сега, во овој момент на немир,
несигурен сум кој сум всушност јас.
Мракот ме обвиткува, а водата ме повлекува,
низ бескрајноста на девет векови.",901,353,1254,4512,44.38849639892578
Ефтим Клетников,НА ПОЛНОЌ КОГА ПРСКА ЈАТКАТА НА МРАКОТ-3,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Увид
Негативна емоција
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Темна вечер,"Темна вечер

Низ темниот мрак, детето чекори
Водата прска, над него татко го следи.
Под бледиот месечев одблесок,
Сеновитите фигури се движат пред нив.

Во ритамот на време што поминало,
Се враќа тага од минати денови.
Над нив, небото со своите тајни,
Ја гледа оваа уморна процесија.

Во неизвесноста на иднината,
Се губи последната надеж.
Во ова мемориско упориште,
Молчаливо се навраќаме на минатото.

Фрагментите низ темнината,
Пред нас оставаат сеништа.
Од верата која се губи,
Се појавува само тага и страв.",897,264,1161,3472,61.43156051635742
Ефтим Клетников,ДОЛОТ,"Фигуративен јазик
Долга реченица (run-on)
Активен глас
Увид
Зборови поврзани со меморија
Неутрален тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи",Скриен од мракот,"Скриен од мракот

Низ темниот мрак, детето се крие,
Над главата, татковскиот поглед бди,
Под светлината, водата прска и пие,
Пред него, се крие култура што стиди.

Низ времето, спомени минат тивко,
Зборовите стануваат повторени песни,
Аудитивен спој, од визуелни мисли,
Во меморијата, вечност се вити.

Татково срце, отчајно плаче,
Над детето, што мракот се плаши,
Останува само тишина, што не јачи,
Во очекување на културен крај што таши.

Секое нашето „сега"", во минато е враќано,
Секој миг, во вечноста е рамнотежа,
Над темнината, ден нов е зачинјан,
Со спомени што детето морало да избираше.",891,299,1190,3835,49.20746994018555
Ефтим Клетников,ПРИЧЕСТУВАЊЕ НА АПОСТОЛИТЕ,"Фигуративен јазик
Активен глас
Просоцијално однесување
Бидување љубезен
Морализирање
Зборови за комуникација
Увид
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со храна или јадење
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи
Оксфордска запирка",Темнина и светлина,"Темнина и светлина

Низ мракот се провлекуваат зраци,
како прачки низ темнината што влечкат.
Над водата се појавува татко,
прскајќи капки што под него прекају.

Детето стои пред него, гледајќи со страв,
во очекување на враќањето на светлината.
Татковата љубов ја разгорува надежта,
под неговиот поглед се раѓа нова рамнотежа.

Мракот се повлекува, растат новите дни,
детето ги гледа со чисти очи.
Културата што ја дарува татко му,
го води во иднината, полна со благосостојба.",922,235,1157,3015,36.64900588989258
Ефтим Клетников,***,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на минатото
Интерпункциски симболи",Прскање во темнината,"Прскање во темнината

Низ мракот се провлекува детето,
над него татковата сенка надвиснува.
Во водата, прскајќи, одсликува се своето лице,
наслушувајќи го ветрот што прошепотува молитви.

Под темната ноќ, во светлината на свеќи,
тие стојат, мирувајќи пред таинството.
Некогашните гревови, што долго ги носеле,
сега тука, пред нив, во ѕвезди се разгледувале.

Во потокот на времето, со очи со кои гледаат,
го следат својот пат, што во минатото се стопил.
Низ мракот се провлекува детето,
над него татковата сенка надвиснува.",858,263,1121,3305,37.976749420166016
Ефтим Клетников,НА ТАТКО МИ МУ ЧИТАМ СКАЗНА НА КРАЈОТ ОД БРАЗДАТА - 2,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Бидување љубезен
Зборови за комуникација
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Зборови кои означуваат жени
Интерпункциски симболи",Мракот над водата,"Мракот над водата

Низ темниот мрак, детето гледа,
Пред неа водата прска и бледа.
Над неа татко ѝ стои, вечен и тих,
Во моментите среде тишината на мигот.

Под нив, водата се движи бавно и плиткотно,
Но детето само го гледа мракот што се надвива каматотно.
Во тишината, зборовите тешко се раѓаат,
Додека погледите нејзини пред себе се наоѓаат.

Минатото и времето се испреплетуваат,
И нејзината душа, со мракот се израмнува.
Во тага, жена она се потопува,
Додека над водата, мракот безмилосно се надвива.",890,259,1149,3442,45.7819938659668
Ефтим Клетников,кукавица   2.,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Негативна емоција
Анксиозност
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Прскање,"Прскање

Низ мракот се влечам, душата ми е сува,
Детето што некогаш бев сега во мене сега вее.
Татко, над мене те гледам како покриваш се со сенка,
Пред мене водата ниско се спушта, пред да ја стигнам.

Темниот ден ме гуши, времето не тече, во мрак сум потопен,
Анксиозноста ме гризе, а јас не можам да избегам.
Низ тишината што ја слушам ехото на минатото одѕанува,
Сегашноста ме налетува, но јас не можам да ја уловам.

Над мене небото виси како осуда, светкавиците прскаат,
А јас оставен под, спотнувам се по камењата.
Во себе повлекувам се, зборовите умираат на мојот јазик,
Во сите правци збунето гледам, но одговор не наоѓам.

Темно, темно, темно, нема светлина, не гледам излез,
Само мракот, мракот ме обвива, земјата ме потиснува под.
Каде ќе најдам мир, каде ќе пронајдам спокој?
Единствено тишината и смртта се во мојата близина.",891,421,1312,5571,28.766992568969727
Ефтим Клетников,жестоко,"Фигуративен јазик
Активен глас
Антисоцијално однесување
Прикажување меѓучовечки конфликт
Морализирање
Зборови за комуникација
Негативна емоција
Лутинa
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со награда
Зборови кои изразуваат потреби
Зборови поврзани со храна или јадење
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Тажниот плач на темнината,"Тажниот плач на темнината

Во мракот што ме овива,
Како детето што вика за татко,
Крикот мој во тишина прска,
Над мене стои темен облак.

Низ темнината што ме гуши,
Во болката што ме мачи,
Потребата моја не утешува,
Јас сам под водата што ме замачува.

Пред мене застанува лик,
Стар и виножитен,
Негативниот тон ми се заканува,
А зборовите му го носат мојот грев.

Низ минатото што го следам,
Времето што ме притиска,
Лутината моја се разгорува,
Потребата за награда ме замаглува.

Во усната празнина, во ноќта што ме душка,
Гладта моја и жедта ме тегнат,
Комуникацијата ми недостига,
Визиите ме напаѓаат со својата смрт.",954,317,1271,4066,26.84743881225586
Ефтим Клетников,доцна есен,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Увид
Негативна емоција
Тага
Неутрален тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Тагата што ни проша,"Тагата што ни проша

Низ темниот мрак, детето заплака,
Над него, татко грижливо стоеше.
Прска водата, преку лицето прска,
Но ехото на тагата ништо не ја бришеше.

Во минатото, радосни се бевме,
Сега, само празнина ја исполнува времето.
Пред нас, животот тажно се вее,
Под сенката на смртта, ја гледаме неговата тема.

Тагата што ни проша, не ни дава мир,
Останува да звучи, како аудитивен прилив.
Низ темнината ѕират нејзините очи,
Зборувајќи за траурот што срцата ги влачи.

Неутрална, застанува пред нас,
Сеопфатна, ја таложи нашата свест.
Во нејзиниот загрлај, се топиме ние,
Оставајќи го светлото да замре, да згасне и да ние.",837,336,1173,4608,37.9199104309082
Ефтим Клетников,шумски пат I.,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Прикажување меѓучовечки конфликт
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Во мракот тъмни,"Во мракот тъмни

Низ темниот мрак, детето се крие,
Над него, татко со тага стои.
Под ветер прска, вода му пие,
Пред него, животот тажно тони.

Низ магла и сенки, се лута звукот,
Што гласно вика во ноќта душевна.
Во немир, бледата сенка на звукот,
Тага го фати, во темнината вечна.

Дали ќе се роди, нов ден пред очите?
Дали ќе ги видат, живите светлини?
Или ќе остане, во мракот вечит,
Што пред него се движи, како утрини.",602,233,835,2844,44.311153411865234
Ефтим Клетников,три мотиви од св. наум  - 3. срцето на св. наум,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Увид
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на минатото
Интерпункциски симболи",Трепетна сенка,"Трепетна сенка

Бледо детето што низ мрак се губи,
под темниот планина татко се крие,
прсле небесни капки водата јубри,
а над нив - мртвиот ангел се вие.

Што ли ги влече низ непознат пат,
што ли му шепти тајноста што ноќта ја крие?
Во плам на верата што одвај жива,
погледот молчи, а душата се прие.

Измешан куршум од живот и смрт,
небесни крилја над земната низа.
Сенка трепетна, меѓу земно и рај,
последен трк на судбината лиза.",835,228,1063,3483,53.079776763916016
Ефтим Клетников,сандански   1.,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Тага
Неутрален тон
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време",Под мрачниот покров,"Под мрачниот покров

Низ темниот мрак, детето се провлекува,
Повторно вратено во безвременскиот тек.
Над него, татко невидлив бди,
Каки солзи на неговите очи прскаат.

Пред него, вода тивко шепоти,
Занесена во своето вечно патување.
Под неа, темниот песок наликува на сакани усни,
Што одамна ги допрени ги отповикува.

Во мракот, минатото шепоти низ сенките,
Враќајќи го детето во времето од пред.
Ова е животот, овде е смртта,
Сеедно, сè се лее низ времето.",847,243,1090,3655,100.33018493652344
Ефтим Клетников,НА ТАТКО МИ МУ ЧИТАМ СКАЗНА НА КРАЈОТ ОД БРАЗДАТА - 5,"Активен глас
Просоцијално однесување
Неутрален тон
Зборови поврзани со религија
Зборови фокусирани на минатото
Интерпункциски симболи",Разговор со мрачноста,"Разговор со мрачноста

Низ темнотијата се движи детето,
Прска водата над него татковски.
Под своите стапки чувствува корен,
Пред себе гледа мрачен обзор.

Над него се свиткува небото,
Колени до земјата се соопштува.
Во мракот што го опкружува,
Детето споделува тајна молитва.

Во давнешните спомени се враќа,
За да најде одговор на грижите.
Низ релјефните прераскази крачка,
Во надеж дека небото ќе го услиши.

Интерпункцијата вертикално ја прска,
Знак за помош, за водење напред.
Во темнината се губи и блиска,
Детето моли за сонце, за ден.",814,272,1086,3586,37.0108642578125
Ефтим Клетников,НА ТАТКО МИ МУ ЧИТАМ СКАЗНА НА КРАЈОТ ОД БРАЗДАТА - 4,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Интерпункциски симболи",Во темните предели,"Во темните предели

Низ мракот таинствен, се движи детето,
Под темниот покров, го бара татко свое.
Прска водата студена, над неговата глава,
Пред очите, се јавува сенка што исчезнува.

Во тишината што владее, одекнува глас,
Од минатото што го влече, за да се врати назад.
Низ темните предели, се труди да пронајде,
Се што некогаш имал, се што сега го нема.

Тивкиот јек на тапиот чекор, ја исполнува ноќта,
Над неговото тело, се надвива темната мрежа.
Го обвива мракот, го граби во своите прегратки,
И го носи во светот каде што животот се гаси.",809,265,1074,4007,45.34877014160156
Ефтим Клетников,НЕ МИНУВАЈТЕ ПОКРАЈ ГРОБОВИТЕ НА ДЕВОЈКИТЕ - 4,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Сеќавање во мракот,"Сеќавање во мракот

Во темниот мрак, детето стои беспомошно,
Обвиткано од сенките на минатото.
Низ тага сеќавања прскаат,
Над него надвиснува татко што веќе го нема.

Под студената вода, трепери душата,
Пред неговите очи замира сликата.
Во бремето на времето, ова детство живее,
Во тagata што нему му ја врежале.

Низ бескрајните мигови, сенките го стигаат,
Темните порти на животот се затвораат.
Зад него, светлината што некогаш постоела,
Запечатена е во минатото, надвор од дофат.",874,245,1119,3347,60.499488830566406
Ефтим Клетников,requiem 2. епизоди од детството,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Зборови за комуникација
Неутрален тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Во мракот,"Во мракот

Во мракот, низ темните предели,
Детето чекори пред татко си.
Прска водата над, под, пред него,
Тивко одекнува низ тишината.

Минатото што го носи на грб,
Зборовите што одекнуваат во ушите,
Низ времето што ги врзува,
Изгледа како да нема крај.

Застанува, вперува поглед,
Во темнината што го опкружува,
Чува молк, остава трага,
Во тивката песна на неговиот татко.",868,199,1067,2662,61.13270950317383
Ефтим Клетников,РАНА ПРОЛЕТ. ДЕТЕТО ГО НАСЛОНИЛО УВОТО НА ЦВЕЌЕТО ВО РИДОВИТЕ. 2.,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Женски заменки
Зборови за комуникација
Увид
Неутрален тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со внимание
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Зборови кои означуваат жени
Интерпункциски симболи",Разговор во таму,"Разговор во таму

Мракот низ темниот ноќ се извива,
Детето над татко што спие прска,
Над водата во замор стоења,
Прозорецот пред којшто мирно седи.

Шепот пробива низ сонот,
Надежта дека таму некаде ја чека,
Дека таа ќе го извлече на површина
И ќе го сокрие од болка и време.

Тешкиот дишок на есента
Што над неа се спушта,
Детето во сенките го впива
И го враќа назад во минатото.

Треперлив глас вибрира во тишината,
Припитомени зборови молат за спас,
Натопени очи што внимателно гледаат
Во бледата светлина што нè опкружува.",923,271,1194,3346,53.38502502441406
Ефтим Клетников,НА ПОЛНОЌ КОГА ПРСКА ЈАТКАТА НА МРАКОТ-5,"Фигуративен јазик
Активен глас
Машки заменки
Увид
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Меѓу мракот и светлината,"Меѓу мракот и светлината

Низ темниот чад, детето се бори,
Сенките го гушкаат, му прават играчки.
Во дланките на татко му, водата прска,
И во миг, животот се раѓа, се уништува.

Над гробот на минатото, навират солзи,
Прекршен е разговорот меѓу небото и земјата.
Под тешкиот товар на времето, протекуваат секунди,
Пред вечноста што доаѓа, стои немоќен човекот.

Во тишината, одеднаш, се слуша глас,
Што ветува нова надеж, ново раѓање.
Низ темнината, се појавува искра на светлина,
Што ја разгорува нашата вера во живот.",871,273,1144,3501,51.447628021240234
Ефтим Клетников,ОКОТО НА ТЕМНИОТ ГО ГЛЕДА МРТВОТО ДЕВОЈЧЕ НА ВОДЕНИЧАРОТ - 1,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Непосветено,"Непосветено

Низ мракот на ноќта се плови,
Детето витка во темнината лови.
Од татковата длапка сл'нце ќе прсне,
Но водата над него ќе се стрми.

Црните сенки над него се стелат,
Во недоумност, душата тежи.
Бистрите мисли во очите бистрат,
Но суровиот живот му преча да живи.

Немо погледнува во непознатото,
Отфрлен од животот, во очај тоне.
Зашто во неговата судбина, 
Само мрачни моменти доминираат.

Судбината оној горе ја определува,
Но детето човек себе не се смета.
Немилосрдно постапува и не верува,
Во вера што некоја надеж ветува.",884,279,1163,3429,56.575382232666016
Ефтим Клетников,искуства   2.,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Тага
Неутрален тон
Зборови поврзани со смрт
Зборови фокусирани на сегашноста
Интерпункциски симболи",Отекот на времето,"Отекот на времето

Во мракот низ темните дни,
детето со татко го крева споменот свој.
Над водата светост се слева,
прска низ душата, нè моли.

Пред нас, животот сега бее,
под тежината на денот штрека.
Детето и татко, во тага се сеат,
бранењето нивно крв не остава.

Смртта тивко се навраќа,
зборови движат песна сегашна.
Но животот, галав чекор ги следи,
низ јадот на вечното искрено!",836,199,1035,2760,81.08135223388672
Ефтим Клетников,светлината е огромна тајна,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Просоцијално однесување
Прикажување меѓучовечки конфликт
Зборови за комуникација
Индикатори за моќ
Негативна емоција
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со ризик
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Зборови кои означуваат мажи
Интерпункциски симболи
Оксфордска запирка",Над темнината,"Над темнината

Низ мракот што го прекршува детето,
Татко се бори со тивките врвови.
Водата што прска над скриените јазли,
Го навестува патот што тој го знае.

Пред него, темното небо, што го прати,
Под ѕвезди што го водат во сенка.
Над ноќта, рацете му пипаат низ магла,
Низ страв од недоречено што се кријат.

Во прегратката зад него, крај потоците,
Тој чека на знаци од времето што бледнее.
Детето што шепоти низ темните простори,
Го тера да се бори со својот страв и бледа надеж.",1019,239,1258,3309,50.011409759521484
Ефтим Клетников,ПЕСНА ЗА ПРОЛЕТНИОТ ВЕТЕР,"Фигуративен јазик
Активен глас
Машки заменки
Индикатори за моќ
Увид
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Сексуална содржина
Зборови фокусирани на минатото
Зборови поврзани со време
Зборови кои означуваат мажи
Интерпункциски симболи",Во темата на времето,"Во темата на времето

Во мракот на времето чекорам,
низ темниот тунел на минатото.
Детето на времето над мене прска,
татко ми, со потеци на водата.

Пред мене се провлекува сенката,
под пресекот на миговите лебди.
Над нејзината доктрина на моќ,
во очите на времето гледам.

Во сексуалната длабочина на секунди,
низ визуелните обриси на вечноста,
зборовите ми одекнуваат низ просторот,
минати, сегашни, идни - времето.",876,212,1088,3132,75.90336608886719
Ефтим Клетников,***,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Низ темнината,"Низ темнината

Темнината се спушта, мракот прелева,
Детето го креваат нежни раце родителски.
Над него, татко светлост ја открива,
Под нејзините зраци, водата прска блескотно.

Во моментот сегашен, време застанува,
Визијата е јасна, перцепцијата на битие.
Пред нив, пат што низ сенката продолжува,
Низ темнината, кон светлината што надевништвото и го крепи.",831,183,1014,2435,86.37067413330078
Ефтим Клетников,ОКОТО НА ТЕМНИОТ И ЉУБОВНИЦИТЕ - 2 - Меѓуслика,"Фигуративен јазик
Долга реченица (run-on)
Активен глас
Тага
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи
Оксфордска запирка
Зборови во загради",Темнината што ме води,"Темнината што ме води

Низ темните патеки на спомените,
чекорам тивко, со оков на срцето.
Детето што беше некогаш, сега е сенка
во вечниот мрак на изгубената младост.

Над мене се надвиваат сивите облаци,
заслепувајќи ја визијата на душата.
Татко ми, сега само сеќавање далечно,
под земјата почива, отишол во темнината.

Низ животот прска магла од тага и болка,
а јас чекам, пред себе црна завеса.
Во минатото загледан, без надеж за иднината,
во вечното сегашно, времето застанало.

(...) Буквата на смртта ми го затвора патот,
тогаш кога најмногу треба да продолжам.
Пред мене темен тунел, сенки ме обземаат,
ноќта ме лишува од светлина, ме повлекува во темнина.",883,328,1211,4609,42.520389556884766
Ефтим Клетников,гроб во бесмртната вода,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Во тематските тунели,"Во тематските тунели

Во темниот мрак роден, детето расте,
Низ живот се движи во тишина.
Татко од горе го следи, над него бди,
Прска водата што го накажува.

Под темните сенки, тивко се скрива,
Пред очите на татка го губи патот.
Мракот го гуши, зема душа,
Минатото го тргнува во заборав.

Во сегашноста, длабок страв живее,
Времето се плови во вечна тага.
Над него старецот, молковно набљудува,
И со жал во срцето, го чека крајот.",846,220,1066,2757,71.42341613769531
