author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms,perplexity,bleu_score
Пијан Славеј,КАДЕ И ДА ОДИШ,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што времето се разбира,
тишината зборува со длабоки тонови, искри од спомени се разбира.
Секој чекор е стапка во песната на земјата,
секој ветер носи ветувања, секој ден е ново раѓање.

Очите на ноќта се звездени очи,
тие гледаат низ вековите, низ сенките на спомени.
Секој ветер носи ветувања, секој ден е ново раѓање,
и срцето сонува во тишината на вековите.

Во сенките на вековите, тишината е говор,
и срцето се раѓа повторно со секој здив.
Секој ден е ново раѓање, секој ветер носи ветувања,
и во сенките на вековите, сме дел од песната на земјата.

Тука, каде што времето се разбира,
и срцето сонува во тишината на вековите.
Во сенките на вековите, тишината е говор,
и секој ден е ново раѓање, секој ветер носи ветувања.",339,408,747,2875,9.650849342346191,0.002460866376712175
Пијан Славеј,СЕБЕПРИФАТИЛИШТЕ,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што времето се разбира,
тишината зборува со длабоки тонови, искри од спомени се разбира.
Секој чекор е стапка во песната на земјата,
секој ветер носи ветувања на далечни краишта.

Очите гледаат низ вековите, низ прашината на минатото,
каде што ѕвездите се стари приказни, испреплетени со ветровите на судбината.
Песната на земјата е тиха, но полна со животи,
секој лист е гласа на природата, секој ветер е гласа на тишината.

Во сенките на вековите, секој ден е ново раѓање,
секоја вечер е сон на сон, исполнет со светлина и сенки.
Тука се родуваат митовите, тука се губеат спомени,
тука се пејат сонцеви песни, исполнети со надеж и ветувања.

Во сенките на вековите, животот е вечен танц,
каде што секој чекор е дел од големата песна,
каде што секој здив е дел од вечноста,
и каде што срцето пронаоѓа свој дом во тишината на вековите.",339,451,790,3185,23.482372283935547,0.002383479517005112
Пијан Славеј,ХЕЈТ,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што времето се разбира,
тишината зборува со длабоки тонови, искри од спомени се разбира.
Секој чекор е стапка во песната на земјата,
секој ветер носи ветувања на далечни краишта.

Очите гледаат низ вековите, низ прашината на минатото,
каде што ѕвездите се стари приказни, а ѕвездите се ветувања.
Секој ѕвон на ѕвонче се раширува во душа,
и ни се јавува светлината на она што беше заборавена.

Во сенките на вековите, тишината е говор,
каде што душите се среќаваат и се разбираат.
Секој ветер носи мирис на земјата на предците,
и ние ги чувствуваме нивните стапки во секој чекор.

Во сенките на вековите, ние сме дел од песната,
дел од она што трае, дел од она што се раѓа.
Секој ден е ново поглавје, секоја ноќ е сон,
и во сонот ние ги исплакуваме спомените на вековите.

Во сенките на вековите, ние сме дел од приказната,
дел од она што живее, дел од она што ќе живее.
Секој ден е нов почеток, секоја ноќ е сон,
и во сонот ние ги исплакуваме сенките на вековите.",339,526,865,3901,14.310355186462402,0.00324285045927549
Пијан Славеј,ПЕПЕЛАШКА,,Ветер на Споменици,"Ветер на Споменици

Во тишината на вековите, ветерот шепа
Прашина на споменици, тихо ги шепа.
Сеќавања вековни, во ветрови се исплашуваат,
Тука, каде што тишината ги исплашува.

Се шепа по стари камени улици,
Се шепа по спомени, тихо и лесно.
Ветерот ги шепа, тихо и лесно,
Сеќавања вековни, во ветрови се исплашуваат.

Во тишината на вековите, ветерот шепа,
Прашина на споменици, тихо ги шепа.
Се шепа по стари камени улици,
Се шепа по спомени, тихо и лесно.

Тука, каде што тишината ги исплашува,
Ветерот ги шепа, тихо и лесно.
Сеќавања вековни, во ветрови се исплашуваат,
Во тишината на вековите, ветерот шепа.

Во тишината на вековите, ветерот шепа,
Прашина на споменици, тихо ги шепа.
Се шепа по стари камени улици,
Се шепа по спомени, тихо и лесно.",339,420,759,2460,3.830143690109253,0.001428394473803398
Пијан Славеј,ГАЛЕЖЛИВО,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што времето се разбира,
тишината зборува со длабоки тонови, искри од спомени се разбира.
Секој чекор е стапка во песната на земјата,
секој ветер носи ветувања на далечни краишта.

Очите гледаат низ вековите, низ прашината на минатото,
каде што ѕвездите се стари приказни, а реките се спомени.
Тука, каде што душа се среќава со душа,
и срцето го пронаоѓа своето сонце.

Македонија, ти си утврдување на духовите,
твоите планини се врвови на сонце и мрак.
Ти си сон на секој што тука го пронајде својот дом,
и во секој здив има трага од твоите ветрови.

Во сенките на вековите, ние ги слушаме ветовите,
тие ни раскажуваат за оние што тука минуваа.
Тие ни укажуваат на патот на вистинската среќа,
и ни даваат смисла на секој ден што мине.

Во сенките на вековите, ние сме дел од нивната песна,
и секој ден е ново поглавје во нивната книга.
Тука, каде што минатото се среќава со иднината,
ние пронаоѓаме смисла во секој здив, во секоја сенка.",339,510,849,3959,23.174755096435547,0.0015415674224359818
Пијан Славеј,АТЛАНТИДА НА МЕРАКОТ,,Ветер на Споменици,"Ветер на Споменици

Во тишината на вековите, ветерот шепа
Прашина на споменици, тихо ги шепа.
Сеќавања вековни, во ветрови летаат,
Песна на народот, во ветрови се шепат.

Спомениците стојат, како стари приказни,
Во нивните очи, ветерот ги чита.
Секој ветер носи, нови спомени,
Вели на спомениците, тихо ги шепа.

Ветерот ги шепа, тие тихо зборуваат,
Прошлоста во нив, живо е исказана.
Спомениците стојат, како стари грамати,
Ветерот ги шепа, тихо ги шепа.

Во тишината на вековите, ветерот шепа,
Прашина на споменици, тихо ги шепа.
Сеќавања вековни, во ветрови летаат,
Песна на народот, во ветрови се шепат.",339,347,686,2206,9.835898399353027,0.001520719837675129
Пијан Славеј,СРЕЌАТА Е ТАМУ НА ДРУГАТА СТРАНА,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, тихо шетаме,
где минатите се врати како ветар,
ние, души на прашања, ние, ветрови на сонце,
пееме песни за заборавените траги.

Од далечнината на времето, звучни ѕвона,
ние ги слушаме нитиите на минатото,
каде што ѕвездите се ни нашите стари пријатели,
и ние ги следиме нивните траги.

Во сенките на вековите, тихо шетаме,
где минатите се врати како ветар,
ние ги носиме тишините на прашања,
и пееме песни за заборавените траги.

Секој чекор е спомен, секоја сенка е сон,
ние ги шетаме патиштата на душа,
и ги слушаме ѕвоната на времето,
кои пеат за оние што немаат врати.

Во сенките на вековите, тихо шетаме,
где минатите се врати како ветар,
ние, души на прашања, ние, ветрови на сонце,
пееме песни за заборавените траги.",339,414,753,2796,12.754636764526367,0.002378521302407468
Пијан Славеј,ШТИПНИ МЕ ДА ЗНАМ ДЕКА НЕ СОНУВАМ,,Ветер на Споменици,"Ветер на Споменици

Во тишината на вековите, ветерот шепа
Прашина на споменици, тихо ги шепа.
Сеќавања вековни, во ветрови се исплашуваат,
Тука, каде тишината тихо ги шепа.

Спомениците стојат, тихо, како стари приказни,
Ветровите ги шепаат, тие вековни траги.
Сеќавања вековни, во ветрови се исплашуваат,
Тука, каде тишината тихо ги шепа.

Ветерот шепа, ветерот шепа,
Прашина на споменици, тихо ги шепа.
Сеќавања вековни, во ветрови се исплашуваат,
Тука, каде тишината тихо ги шепа.

Спомениците стојат, тихо, како стари приказни,
Ветровите ги шепаат, тие вековни траги.
Сеќавања вековни, во ветрови се исплашуваат,
Тука, каде тишината тихо ги шепа.

Ветерот шепа, ветерот шепа,
Прашина на споменици, тихо ги шепа.
Сеќавања вековни, во ветрови се исплашуваат,
Тука, каде тишината тихо ги шепа.",339,447,786,2662,3.363926887512207,0.002461820053747032
Пијан Славеј,ШВАЛЕРСКИОТ ВОЗ Е ВО ДВА,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што времето се разбира,
тишината зборува со длабоки тонови, искри од спомени се разбира.
Секој чекор е стапка во песната на земјата,
секој ветер носи ветувања, секој ден е ново раѓање.

Очите на ноќта се звездени очи,
тие гледаат низ вековите, низ сенките на спомени.
Секој ветер носи ветувања, секој ден е ново раѓање,
и срцето сонува во тишината на вековите.

Во сенките на вековите, таму каде што времето се разбира,
тишината зборува со длабоки тонови, искри од спомени се разбира.
Секој чекор е стапка во песната на земјата,
и срцето сонува во тишината на вековите.

Секој ветер носи ветувања, секој ден е ново раѓање,
и срцето сонува во тишината на вековите.
Во сенките на вековите, таму каде што времето се разбира,
тишината зборува со длабоки тонови, искри од спомени се разбира.",339,423,762,2781,5.69874382019043,0.0017899975006857051
Пијан Славеј,ИСПИЛУВАЊЕ,,Ветер на Споменици,"Ветер на Споменици

В тишината на вековите, ветар шета,
Простирајќи раце кон спомени што вета.
Ти, ветре, носиш нијанси на минатото,
Каде што тишината го губи своето рато.

Од ридите каде ѕвездите се родени,
До долините каде што тихо се родени,
Ти, ветре, шеташ со љубов и со болка,
Прошетај низ спомени, нијанси на душечки.

Вели на камените, тихо тихо зборувај,
Приказвај ни ликови што вечно се држат.
Ти, ветре, носиш нијанси на спомени,
Каде што тишината го губи своето рато.

Ветер на споменици, ти си душа на земјата,
Каде што тишината го губи своето рато.
Ти шеташ, носиш, раскажуваш,
Вели на камените, тихо тихо зборувај.

Ветер на споменици, ти си ветер на душа,
Каде што тишината го губи своето рато.",339,393,732,2454,11.793259620666504,0.002329104188171348
Пијан Славеј,СО ВРЗАНИ ОЧИ СЕ ПЕЕ ТАА ПЕСНА,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, тихо шетаме,
гдето минатото се врти, вртејќи се во намера.
Сеќаска како ветер, лебди, лебди,
и ни шепа го зема раководството на срцето.

Од далечнината на времето, звучни се врати,
песни на заборавени народи, тихо ги врати.
Секој чекор е спомен, секој чекор е сон,
во сенките на вековите, ние го следиме сонот.

Очите ни гледаат ѕвезди, но сè уште се тука,
во сенките на вековите, ние сме тука.
Секој збор е мост, секој чекор е трага,
во сенките на вековите, ние го следиме патот.

Сеќаска како ветер, лебди, лебди,
и ни шепа го зема раководството на срцето.
Во сенките на вековите, тихо шетаме,
гдето минатото се врти, вртејќи се во намера.",339,394,733,2576,11.074381828308104,0.0025239077524851633
Пијан Славеј,КРСТ,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што времето се разбира,
тишината говори со јазик на спомени давалесни и чека.
Песните на ветровите, тихо ги носи духовите на минатото,
во нив се криат трагите на срцата што некогаш биле горечки.

Сега тие се спокојни, под листовите што шепат тихо,
и ни се нуди сон на вечно сонце, блиску до нивните души.
Од далечина се чуват звукови на стари песни,
кои ветровите ги носат до оние што уште ги слушаат.

Во сенките на вековите, секој чекор е спомен,
секоја сенка е дел од приказната што се раскажува.
Тие чекаат, мирно, под небото што се менува,
и ние, тука, ги чувствуваме нивните духови во секој здив.

Тука, во овие сенки, минатото живо е,
и ние, со наша душа, го носиме нивното свето траење.",339,401,740,2997,37.08110427856445,0.004244236573484796
Пијан Славеј,НА ЅИДОТ,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што времето се разбира,
тишината зборува со длабоки тонови, искри од спомени се разбира.
Секој чекор е стапка во песната на земјата,
секој ветер носи ветувања на далечни краишта.

Очите ми гледаат низ прашината на минатото,
светлини на денови кога сме живееле без граници.
Сега тие сонуваат во сончевиот сјај,
но сенките ни ги следат, ни ги носат во спомени.

Во сенките на вековите, тие не исчезнуваат,
туку се претвораат во звукови на далечни песни.
Секој ветер носи нов живот, секој ден носи нова гласа,
а ние ги пееме овие песни во тишината на срцето.

Во сенките на вековите, ние ги чуваме нашите спомени,
тие се наша светлина, нашата вечноста.
Секој ден е нов почеток, секој вечер е нов сон,
а во сенките на вековите, ние продолжуваме да живееме.",339,416,755,3131,24.000389099121094,0.002175124680343519
Пијан Славеј,СКРШЕНО ЦВЕЌЕ,,Ветер на Споменици,"Ветер на Споменици

Ветерот шепа низ листови, 
тихо ги шепа спомени,
каде тишината говори,
и ветерот ги носи ветровите на спомени.

Спомениците стојат, 
стари, но живи во душа,
нивните ѕидови зборуваат,
приказни на минатото ни ги носат.

Ветерот ги шепа листовите,
и тие паѓаат, 
како солзи на земјата,
спомени што се распаѓаат.

Ветерот шепа низ листови,
и тие летаат, 
како души на оние,
што ги носат ветровите на спомени.

Ветерот шепа низ листови,
и тие летаат, 
како песни стари и нови,
каде ветерот ги носи ветровите на спомени.

Ветерот шепа низ листови,
и тие летаат, 
каде тишината говори,
и ветерот ги носи ветровите на спомени.",339,346,685,2497,10.171675682067873,0.002429964836844446
Пијан Славеј,ЛАВА ЛАВА,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што времето се разбира,
тишината зборува со длабоки тонови, исполнувајќи ги празнините.
Сеќувките се пливаат во реките на спомените,
каде што ветровите на промените носат нови дрвја.

Старите листови паѓаат, но нивниот мирис останува,
во сенките на вековите, тие чекаат нови животи.
Песните на минатото се пеат од усна на уста,
и секој звук се враќа во прашањата на душа.

Тука, каде што минатото се среќава со иднината,
светлините на ѕвездите го осветлуваат патот.
Во сенките на вековите, секој чекор е нов почеток,
и секој ден носи нови сонцери, нови надежти.

Тука, каде што времето не стои на едно место,
но се движи како река, полна со живописни слики.
Во сенките на вековите, ние сме дел од овој вечен танц,
и секој ден е ново пеење во оркестарот на животот.",339,419,758,3440,26.776107788085938,0.0018158475126260065
Пијан Славеј,БУКЕ НА ЕДЕН ДОБРО ОДЛЕЖАН БАКНЕЖ,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, тихо шетаме,
гдето минатото се врти, врти се и ни чека.
Сеќуствата како ветер, лебдат и ни шепаат,
од далечнината ни доаѓаат, ни ги шепаат.

Планините тихо стојат, нивните врвови се ѕвезди,
а реките пејат сонце песни, ни ги шепаат.
Секој камен е споменик, тихо ни зборува,
и ни ги шепа спомените, уште од праисторијата.

Во сенките на вековите, тихо шетаме,
гдето минатото се врти, врти се и ни чека.
Сеќуствата како ветер, лебдат и ни шепаат,
од далечнината ни доаѓаат, ни ги шепаат.

Зората свирелка, ни ги шепа ноќта,
а ѕвездите тихо пејат, ни ги шепаат.
Сонот ни е путување, низ спомени и сенки,
и ни ги шепа сонувањата, уште од праисторијата.

Во сенките на вековите, тихо шетаме,
гдето минатото се врти, врти се и ни чека.
Сеќуствата како ветер, лебдат и ни шепаат,
од далечнината ни доаѓаат, ни ги шепаат.",339,493,832,3130,7.059206485748291,0.002395056986799093
Пијан Славеј,ПРОБАЈ!,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што времето се разбира,
тишината зборува со длабоки тонови, исполнувајќи ги празнините.
Сеќувките се пливаат во водите на спомените,
како риби што бараат дом во морето на душа.

Старите дрвја раскажуваат приказни со своите грани,
нивните корени се врзуваат со земјата на верноста.
Ветровите шепаат низ листовите, испраќајќи пораки од минатото,
донесувајќи нови сонцеви зраци на секој ден.

Песната на земјата е тиха, но полна со смисла,
секој чекор е спомен, секоја сенка е трага.
Во овие сенки на вековите, срцето се открива,
и секој здив е молитва за вечен мир.

Тука, каде што времето се разбира,
и спомените се вечен дом за срцето,
ние го пронаоѓаме смислата на животот,
во сенките на вековите, во тишината на вечноста.",339,400,739,3250,32.28094482421875,0.0019881146962454337
Пијан Славеј,ТУКУТАКА,,Ветер на Споменици,"Ветер на Споменици

Во тишината на вековите, ветерот шепа
Прашина на споменици, тихо ги шепа.
Сеќавања вековни, во ветрови се исплашуваат,
Тишината им ги враќа духовите на минатото.

Патеки на спомени, ветерот ги шепа,
Секој камен зборува, секој ѕид раскажува.
Ветерот ги носи ветровите на спомен,
Во тишината на вековите, тихо ги шепа.

Спомениците стојат, ветерот ги шепа,
Сеќавања вековни, во ветрови се исплашуваат.
Тишината им враќа духовите на минатото,
Во тишината на вековите, ветерот ги шепа.

Патеки на спомени, ветерот ги шепа,
Секој камен зборува, секој ѕид раскажува.
Ветерот ги носи ветровите на спомен,
Во тишината на вековите, тихо ги шепа.",339,365,704,2478,7.231735706329346,0.0025025099493273554
Пијан Славеј,ПАЛИМПСЕСТ,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што ветерот шепоти,
Тишината го губеше својот смисла, а срцето го пронајде својот говор.
Сеќавањата, како стари писма, се распуштаа во ветровите на спомените,
Изгреваше ден нов, но старите траги остануваа.

Од далечнината на минатото, звукот на стариот букар,
Се враќаше во овие сенки, исполнувајќи ги со неговиот ветер.
Секој чекор беше спомен, секоја сенка беше дел од него,
И душата се враќаше во својата домашнина.

Во сенките на вековите, каде што времето се губеше,
И каде што срцето најде својот мир, тука беше нашиот дом.
Тука, во овие сенки, животот продолжуваше својот пат,
И секој ден беше нов почеток, но старото беше секогаш со нас.",339,372,711,2877,28.512042999267575,0.0024308212905478042
Пијан Славеј,ВИНОВЕН,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што времето се разбира,
тишината зборува со длабоки тонови, исполнувајќи ги празнините.
Сеќувките се пливаат во водите на спомените,
како риби што бараат светлина во длабочините на душа.

Старите дрвја раскажуваат приказни со своите грани,
нивните корени се врзуваат со земјата, но и со сонце.
Тие стојат, вековни чуварки на тајни,
и со своите лисја шепнат мистерии на ветерот.

Песната на ветрот лебди низ полето на спомени,
секој дух се осмелува да ги допре ѕидините на прошлоста.
Тука, каде што минатото се среќава со иднината,
секој чекор е исполнет со тишина и очекување.

Во сенките на вековите, срцето се осмелува да лета,
да ги допре небесата со своите надежни сонови.
Тука, каде што времето е вечен циклус,
секој ден е ново рајско утро, но и вечен сон.

Сеќувките се ѕвезди во ноќта на душа,
светејќи со топлина и љубов,
и во нив се кријат ветровите на судбината,
несејќи ни надеж и ветувања на нови денови.",339,493,832,3719,32.5859260559082,0.002024359819874413
Пијан Славеј,ВКУС,,Во сенките на вековите,"Во сенките на вековите

no_song_found",339,389,728,2865,590.40869140625,0.0004421719362695224
Пијан Славеј,СЕРБЕЗ,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, тихо шетаме,
гдето минатото се врти, вртејќи се во намера.
Сеќаска како ветер, лебди, лебди,
и ни шепа го зема раководството на спомените.

Очите ни ги полни со ѕвезди на заборав,
и срцето да го пуши мирисот на стари улици.
Песната на тишината, тихо ја пееме,
и сонот на минатото го држиме во рацете.

Во сенките на вековите, тихо шетаме,
и ги слушаме звуките на стариот часовник.
Секој чекор е спомен, секој чекор е сон,
и срцето ни го пуши мирисот на минатото.

Во сенките на вековите, тихо шетаме,
и ги гледаме ѕвездите на надежта во далечината.
Песната на спомените, тихо ја пееме,
и сонот на минатото го држиме во душето.",339,379,718,2447,13.430119514465332,0.002802328429851174
Пијан Славеј,БЕЗУМИЕ,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што времето се разбира,
тишината зборува со длабоки тонови, искри од спомени се разбира.
Секој чекор е стапка во песната на земјата,
секој ветер носи ветувања, секој ден е ново раѓање.

Во сенките на вековите, тие што ни се блиски,
ние ги чувствуваме духовите на оние што ни го оставија своето траг.
Тие ни укажуваат пат, ни ги шепат рацете,
ние ги слушаме нивните гласи, ние ги носиме нивните ветувања.

Во сенките на вековите, ние сме дел од нивната песна,
ние сме дел од нивната приказна, ние сме дел од нивната тишина.
Секој ден е ново раѓање, секоја ноќ е сон,
во сенките на вековите, ние траги оставаме, ние траги носиме.

Во сенките на вековите, ние сме дел од нивната вечноста,
ние сме дел од нивната љубов, ние сме дел од нивната правда.
Секој чекор е стапка во песната на земјата,
секој ветер носи ветувања, секој ден е ново раѓање.",339,487,826,3049,10.888391494750977,0.001995177499426763
Пијан Славеј,ШПИРИТУС МОВЕНС,,Ветер на Споменици,"Ветер на Споменици

Ветерот шепа низ листови, тихо, лесно,
Кај споменикот на тишината,
Душа на земјата, тука се спојуваат ветровите,
И ветерот шепа низ спомени.

Сеќавањата летат, лебдејќи во ветерот,
Како птиците што летаат на висина,
Тука, кај споменикот, тие се собрани,
Ветерот ги носи, ги шепа, ги носии.

Ветерот шепа низ спомени, низ души,
Каде што тишината зборува,
Тука се слуша ветерот на спомениците,
Каде што ветерот шепа низ спомени.

Ветерот шепа низ листови, тихо, лесно,
Тука се спојуваат ветровите,
Душа на земјата, ветерот шепа низ спомени,
Ветерот на спомениците, ветерот на спомени.",339,336,675,2216,11.526250839233398,0.002286375161681812
Пијан Славеј,АДРЕНАЛИН,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, тихо шетаме,
гдето минатото се врти, вртејќи се во намера.
Сеќаска како ветер, лебди, лебди,
и ни шепа го зема раководството на спомените.

Очите ни ги полни со ѕвезди на заборав,
и ние ги следиме нивните траги, траги низ вековите.
Песната на времето, тихо, тихо ја пееме,
и сончевиот зрак ни го грее сенчето.

Во сенките на вековите, тихо шетаме,
и ние ги чувам тие стари приказни,
каде што душа го губи својот ид,
и секој чекор е спомен, спомен на минатото.

Сеќаска како ветер, лебди, лебди,
и ние ги следиме нивните траги, траги низ вековите.
Песната на времето, тихо, тихо ја пееме,
и сончевиот зрак ни го грее сенчето.

Во сенките на вековите, тихо шетаме,
и ние ги чувам тие стари приказни,
каде што душа го губи својот ид,
и секој чекор е спомен, спомен на минатото.",339,463,802,2835,9.137338638305664,0.0012306800290383941
Пијан Славеј,НОЕ ДРЕМЕ ГОРЕ НА ТЕРАСАТА НА ГОРИЦА,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што ветерот шепоти,
Се крои мината на спомени, исполнета со тишина и лепоти.
Златни траги на времето, испреплетени со нијанси на сонце,
Тука се родува песната, вечен звук на душа.

Од далечнината на минатото, звукови се враќаат,
Како ветер што го носи мирисот на зеленило и траги.
Секој чекор е спомен, секоја сенка е ветување,
Во овој свет на спомени, каде сè е вечно испреплетано.

Очите гледаат низ вековите, но срцето се враќа назад,
Каде што се родени сонце и мечни ѕвезди.
Тука се раѓаат митови, секој ден е нов еп,
Во сенките на вековите, каде што сè е вечно.

Секој ветер носи приказни, секоја сенка е тихо прашање,
Тука се родува љубов, секој ден е нов сон.
Во овој свет на спомени, каде срцето се враќа назад,
Во сенките на вековите, вечно се раѓа она што е.",339,446,785,3098,22.239273071289062,0.0021586141667398356
Пијан Славеј,РИТУАЛИ,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што времето се разбира,
тишината говори со јазик на спомени давалесни и чека.
Песните на ветровите, тихо ги носи духовите на минатото,
во нив се криат трагите на оние што го исполнуваа денот со сон.

Очите на ѕвездите гледаат низ вековите, нивниот сјај е спомен,
каде што тишината го губеше својот смисол, тука се родува нов.
Секој чекор е спомен, секоја сенка е трага на минатото,
и во нив се искриени тие што го испишаа своето име на ѕидините на времето.

Во сенките на вековите, тихо се пее песна за оние што минуваа,
нивните души се дел од овој вечен циклус, дел од она што трае.
Тука се родуваат нови сонцеви зори, нови ѕвезди во ноќта,
и секој ден е нов почеток, секоја вечер е нов крај.

Во сенките на вековите, тие живеат, тие траат,
и ние, минувајќи низ овие сенки, ги чувствуваме нивните духови.
Тука, во овој вечен танц на времето, секој ден е нов почеток,
и секоја вечер е нов крај, но никогаш не забораваме.

Во сенките на вековите, ние сме дел од нивната песна,
и тие се дел од нашата, во вечен циклус на спомен и надеж.",339,567,906,3952,23.94477844238281,0.001732919492288856
Пијан Славеј,ОГЛЕДАЛО,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, таму каде што времето се разбира,
тишината говори јазици на спомени давалесни и далечни.
Зборовите се пливаат во водите на спомените,
како риби што бараат дом во морето на душа.

Патеки на прашината, стари и тихо шетаат,
каде што ветровите носат ветувања на исчезнати денови.
Секој чекор е спомен, секоја сенка е лик,
и срцето лута во овие празнини на минатото.

Очите им се пукнати од очекувањата на утрето,
но душата ги држи рацете полнети со минатото.
Тука, во сенките на вековите, се раѓаат новите ѕвезди,
од осипот на прашината на заборавениот ден.

И песната продолжува, лебдејќи во ветрот,
како ветерот на спомените, нескончаен и вечен.
Во сенките на вековите, секој ден е ново раѓање,
и секој вечер е нов сон, исполнет со сонови на минатото.",339,412,751,3027,36.26756286621094,0.0024980141549325492
Пијан Славеј,2. (Боксер),,Ветер на Споменици,"Ветер на Споменици

Во тишината на вековите, ветерот шепа
Прашина на споменици, тихо ги шепа.
Сеќавања вековни, во ветрови се исплашуваат,
Тишината им ги враќа душевните трагат.

Се слуша звукот на стариот ѕвон,
Каде што тишината вечно се држи.
Спомениците тихо ги раскажуваат приказните,
Каде што ветрот ги шепа прашините.

Ветерот ги носи ветровите на спомен,
Каде што срцето вечно се држи.
Се слуша звукот на ѕвон, вечно ѕвон,
Каде што тишината вечно се држи.

Во тишината на вековите, ветерот шепа
Прашина на споменици, тихо ги шепа.
Сеќавања вековни, во ветрови се исплашуваат,
Тишината им ги враќа душевните трагат.",339,356,695,2427,11.21512508392334,0.0024005140614996685
Пијан Славеј,БЕЛАТА СМРТ НА ЕДНА КРАТКА ЉУБОВ,,Во сенките на вековите,"Во сенките на вековите

Во сенките на вековите, тихо шетаме,
гдето минатото се врти, вртејќи се во намера.
Сеќаска како ветер, лебди на границите,
и срцето лута во тишината на спомените.

Од далечнината на времето, звукот на стари песни,
се враќа како ветер, носейки ветрови на душести исхрани.
Секој чекор е трага, секој чекор е сон,
во сенките на вековите, ние го бараме она.

Очите гледаат празнини, но срцето е полно со светлина,
каде што минатото и сегашното се среќаваат во единство.
Тишината зборува повеќе отколку зборовите,
и срцето го чувствува она што не може да се види.

Во сенките на вековите, ние го бараме смислата,
нашите души се враќаат во минатото за да го пронајдат денешниот ден.
Секој ден е ново раѓање, секој ден е нова сенка,
во овој вечен циклус, ние го пронаоѓаме вистинскиот пат.",339,430,769,3018,25.761518478393555,0.0020540608353462743
