author,song,style_feature_category,extracted_text,time_needed
Видое Подгорец,Убави зборови,Зборови поврзани со слободно време,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.393935203552246
Видое Подгорец,Убави зборови,Зборови поврзани со дом,"Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",4.344536781311035
Видое Подгорец,Убави зборови,Зборови поврзани со работа,Зборови поврзани со работа – зборови што се однесуваат на професија и задачи.,1.4064300060272217
Видое Подгорец,Убави зборови,Зборови поврзани со пари,"Зборови поврзани со пари – зборови што опишуваат финансии и економија. Ова ја претставува дефиницијата, не ја давај нејзе, во твојот одговор.",2.579094886779785
Видое Подгорец,Убави зборови,Зборови поврзани со религија,Зборови поврзани со религија – зборови што опишуваат духовност и верски практики.,1.5133414268493652
Видое Подгорец,Убави зборови,Зборови поврзани со политика,Особина: Сарказам,0.6120123863220215
Видое Подгорец,Убави зборови,Зборови поврзани со култура,"Зборови поврзани со култура – зборови што се однесуваат на уметност, традиции и идентитет.",1.651576042175293
Видое Подгорец,Убави зборови,Странски зборови,Странски зборови – зборови кои не припаѓаат на македонскиот јазик.,1.4397826194763184
Видое Подгорец,Убави зборови,Научни зборови,Дали авторот на овој пасус ја содржи особината научни зборови?[/INST],1.4074997901916504
Видое Подгорец,Убави зборови,Сленг зборови,Дали авторот користи сленг зборови?[/INST],0.9516313076019287
Видое Подгорец,Убави зборови,Сленг од социјални мрежи,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.725285768508911
Видое Подгорец,Убави зборови,Зборови-полнители (filler words),"Да, авторот на овој пасус ја содржи особината зборови-полнители (filler words). Може да се забележи дека тој користи зборови како „и“, „тоа“ и „едноставно“ за да ја пополни реченицата, но тие не додаваат значење.",3.469092607498169
Видое Подгорец,Убави зборови,Зборови фокусирани на минатото,Зборови фокусирани на минатото – изрази што се однесуваат на претходни настани.,1.53279447555542
Видое Подгорец,Убави зборови,Зборови фокусирани на сегашноста,"Доколку авторот користи зборови фокусирани на сегашноста, тој/таа ќе ги користи глаголите во сегашно време. Ова е особено забележливо во песните со прво лице еднина.",2.8592286109924316
Видое Подгорец,Убави зборови,Зборови фокусирани на иднината,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.3760862350463867
Видое Подгорец,Убави зборови,Зборови поврзани со време,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.729698419570923
Видое Подгорец,Убави зборови,Погрешно напишани зборови,"Стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",4.755436420440674
Видое Подгорец,Убави зборови,Повторени зборови,"Одговори со Да или Не. Ако е присутна, одговори со ДА и проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.2721147537231445
Видое Подгорец,Убави зборови,Зборови кои изразуваат количина,Зборови кои изразуваат количина – зборови што означуваат број или мера.,1.372577428817749
Видое Подгорец,Убави зборови,Зборови кои означуваат семејство,Зборови кои означуваат семејство – зборови што именуваат членови на семејство.,1.5682449340820312
Видое Подгорец,Убави зборови,Зборови кои означуваат пријатели,"Да, авторот на овој пасус ја содржи особината „Зборови кои означуваат пријатели“. Ова е затоа што во пасусот се користат зборови како „пријател“, „пријатели“ и „добри пријатели“.",3.029768228530884
Видое Подгорец,Убави зборови,Зборови кои означуваат мажи,Зборови кои означуваат мажи – зборови што се однесуваат на машки личности.,1.4423792362213135
Видое Подгорец,Убави зборови,Зборови кои означуваат жени,"Да, авторот на овој пасус ја содржи особината „Зборови кои означуваат жени“. Оваа особина е присутна во следниов пасус:",2.1664187908172607
Видое Подгорец,Убави зборови,Зборови кои означуваат миленици,Зборови кои означуваат миленици – зборови што именуваат домашни животни.,1.4413862228393555
Видое Подгорец,Убави зборови,Зборови кои означуваат социјален статус,,0.5126228332519531
Видое Подгорец,Убави зборови,Зборови кои означуваат сиромаштија,"Да, авторот на овој пасус ја содржи особината „Зборови кои означуваат сиромаштија“. Оваа особина е присутна во пасусот бидејќи авторот користи зборови како „сиромаштија“, „недостиг“ и „нема“. Овие зборови укажуваат на недостаток на средства и претставуваат еден вид сиромаштија.",4.516792058944702
Видое Подгорец,Убави зборови,Зборови кои означуваат богатство,"Во овој случај, авторот користи ироничен тон да ја изрази својата негативна перцепција за настанот. Одговор: Да.",2.016234874725342
Видое Подгорец,Убави зборови,Интерпункциски симболи,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.729886054992676
Видое Подгорец,Убави зборови,Составени зборови со цртичка,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.396737813949585
Видое Подгорец,Убави зборови,Оксфордска запирка,"Ако е присутна, одговори со ДА и образложи. Ако не е присутна, одговори само со НЕ и ништо друго.",1.7840890884399414
Видое Подгорец,Убави зборови,Зборови во загради,"Асистент одговара со „Да“ или „Не“. Ако е присутна, асистентот дава краток опис на тоа како е присутна особината во пасусот.",2.2311933040618896
Видое Подгорец,Убави зборови,Броеви,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.720465183258057
Видое Подгорец,Убави зборови,Издолжени зборови,"Да, авторот користи издолжени зборови во овој пасус. На пример, „доооолго“ или „срррреќа“.",1.8918309211730957
Блаже Конески,Разделба,Фигуративен јазик,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.399803876876831
Блаже Конески,Разделба,Сарказам,"Сарказам е ироничен или потсмешлив израз на ставови, чувства или мислења. Тој се користи за да се изрази спротивното од тоа што навистина се мисли, со цел иронија или потсмев.",2.8568146228790283
Блаже Конески,Разделба,Фрагмент од реченица,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.3747997283935547
Блаже Конески,Разделба,Долга реченица (run-on),"Ако е присутна, одговори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.188519239425659
Блаже Конески,Разделба,Активен глас,"Одговори со Да или Не. Ако не е присутна, одговори само со НЕ и ништо друго. Оцени го присуството од 0 до 1 на стилот.[/INST]",2.1913182735443115
Блаже Конески,Разделба,Пасивен глас,Дали авторот на следниот пасус ја содржи оваа особина? Пасивен глас. Одговори со Да или Не.,1.670825719833374
Блаже Конески,Разделба,Грешки во согласување,"Секој одговорен асистент треба да дава точен одговор, во согласност со дефиницијата на особината и примерот. Ако не сте сигурни, прашајте го вашиот ментор.",2.479374408721924
Блаже Конески,Разделба,Машки заменки,"Одговори со Да или Не. Ако одговорот е Да, проследено со образложение. Ако одговорот е Не, не давај никакво образложение.",2.0291879177093506
Блаже Конески,Разделба,Женски заменки,"Да, авторот на овој пасус ја содржи оваа особина. Описот е следен:",1.461395025253296
Блаже Конески,Разделба,Просоцијално однесување,"[INST]Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот. Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",4.465518474578857
Блаже Конески,Разделба,Антисоцијално однесување,"Антисоцијално однесување – јазик кој покажува агресија, непочитување или отфрлање на норми.",1.8825123310089111
Блаже Конески,Разделба,Бидување љубезен,"Асистент дава корисни, детални и љубезни одговори на прашањата на корисникот.",1.443559169769287
Блаже Конески,Разделба,Прикажување меѓучовечки конфликт,Пример 1:,0.5362808704376221
Блаже Конески,Разделба,Морализирање,"Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот. Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",4.34130334854126
Блаже Конески,Разделба,Зборови за комуникација,"Зборови за комуникација – зборови поврзани со говор, пишување или размена на пораки.",1.5126769542694092
Блаже Конески,Разделба,Индикатори за моќ,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.3723392486572266
Блаже Конески,Разделба,Говор за постигнување,Дали авторот на овој пасус ја содржи оваа особина? Говор за постигнување.,1.477776288986206
Блаже Конески,Разделба,Индикација на сигурност,Индикација на сигурност – зборови што изразуваат апсолутна увереност.,1.4413230419158936
Блаже Конески,Разделба,Бидување несигурен/колеблив,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.761464357376099
Блаже Конески,Разделба,Увид,"Асистентот треба да одговори со Да или Не, во зависност од тоа дали примерот ги содржи очекуваните особини.",1.8145623207092285
Блаже Конески,Разделба,Сè или ништо размислување,"Одговори со Да или Не. Ако не знаеш дали е присутна, одговори со Не.",1.3054029941558838
Блаже Конески,Разделба,Зборови поврзани со меморија,Зборови поврзани со меморија – зборови кои се однесуваат на сеќавање или минати искуства.,1.7075376510620117
Блаже Конески,Разделба,Позитивна емоција,"Ако е присутна, дај одговор со ДА и образложи го присуството. Ако не е, дај одговор само со НЕ.",1.7538120746612549
Блаже Конески,Разделба,Негативна емоција,"[INST]Почни со ДА, а потоа образложи зошто е присутна или НЕ, ако не е присутна. Одговори само со НЕ и ништо друго.[/INST]",2.304569959640503
Блаже Конески,Разделба,Анксиозност,"Анксиозност – зборови што изразуваат загриженост, страв или напнатост.",1.4420976638793945
Блаже Конески,Разделба,Лутинa,"Ако присуството на особината е поголемо од 0,5, тогаш одговори со ДА. Во спротивно, одговори со НЕ.",1.782595157623291
Блаже Конески,Разделба,Тага,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.724437952041626
Блаже Конески,Разделба,Пцовки,Дали авторот на овој пасус користи пцовки?,1.1601769924163818
Блаже Конески,Разделба,Позитивен тон,Позитивен тон – јазик кој создава пријатна и охрабрувачка атмосфера.,1.439408779144287
Блаже Конески,Разделба,Негативен тон,Негативен тон – јазик кој создава непријатна или критична атмосфера.,1.4061949253082275
Блаже Конески,Разделба,Неутрален тон,,0.5082590579986572
Блаже Конески,Разделба,Зборови поврзани со аудитивна перцепција,Зборови поврзани со аудитивна перцепција – зборови кои опишуваат слушање и звуци.,1.6395857334136963
Блаже Конески,Разделба,Зборови поврзани со визуелна перцепција,"Ако се присутни зборови поврзани со визуелна перцепција, одговори со ДА, и проследено со образложение. Ако не се присутни, одговори само со НЕ и ништо друго.",2.6403632164001465
Блаже Конески,Разделба,Зборови поврзани со просторна перцепција,"Ако е присутна, одговори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.1876373291015625
Блаже Конески,Разделба,Зборови поврзани со перцепција на движење,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.3987441062927246
Блаже Конески,Разделба,Зборови поврзани со внимание,"Зборови поврзани со внимание – зборови кои опишуваат фокус, концентрација или забележување.",1.7217512130737305
Блаже Конески,Разделба,Зборови поврзани со привлечност,"Ако е присутна, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.2234866619110107
Блаже Конески,Разделба,Зборови поврзани со љубопитност,Зборови поврзани со љубопитност – зборови што изразуваат интерес и желба за знаење.,1.7064478397369385
Блаже Конески,Разделба,Зборови поврзани со ризик,Зборови поврзани со ризик – зборови што укажуваат на опасност или неизвесност.,1.5469529628753662
Блаже Конески,Разделба,Зборови поврзани со награда,"Дали авторот на овој пасус ја содржи оваа особина? Опишете ја дефиницијата, не давајте ја.",1.8236873149871826
Блаже Конески,Разделба,Зборови кои изразуваат потреби,Зборови кои изразуваат потреби – зборови кои опишуваат неопходни услови за преживување.,1.7432916164398193
Блаже Конески,Разделба,Зборови кои изразуваат желби,"Почитуван корисник, ја разбираме вашата загриженост и сметаме дека е важно да се поттикнат читателите да ги разберат дефинициите на стиловите.",2.375464916229248
Блаже Конески,Разделба,Зборови кои изразуваат стекнување,Дали авторот на овој пасус ја содржи особината „Зборови кои изразуваат стекнување“? Одговори со Да или Не.,1.9651994705200195
Блаже Конески,Разделба,Зборови кои изразуваат недостаток,"Доколку присутна, одговор со ДА и образложение. Доколку не е присутна, одговор со НЕ и ништо друго.",1.8927013874053955
Блаже Конески,Разделба,Зборови кои изразуваат исполнување,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.758191108703613
Блаже Конески,Разделба,Зборови кои изразуваат замор,Дали авторот на следниот пасус ја содржи оваа особина? Зборови кои изразуваат замор. Одговори со Да или Не.,1.9247350692749023
Блаже Конески,Разделба,Зборови кои изразуваат болест,Зборови кои изразуваат болест – зборови што означуваат физичка или психичка болест.,1.6170620918273926
Блаже Конески,Разделба,Зборови кои изразуваат здравје,"Доколку е присутна особината, одговори со ДА и дај ја причината за тоа. Доколку не е присутна, одговори само со НЕ.",2.031620740890503
Блаже Конески,Разделба,Зборови поврзани со ментално здравје,"Во овој разговор, асистентот дава одговори на прашањата поставени од корисникот. Асистентот треба да биде љубезен и детален во неговите одговори.",2.537428379058838
Блаже Конески,Разделба,Зборови поврзани со храна или јадење,Зборови поврзани со храна или јадење – зборови што опишуваат исхрана или акти на јадење.,1.707082986831665
Блаже Конески,Разделба,Зборови поврзани со смрт,"Ако е присутна, одговори со ДА и образложи. Ако не е присутна, одговори само со НЕ и ништо друго.",1.7892732620239258
Блаже Конески,Разделба,Зборови поврзани со самоповредување,Зборови поврзани со самоповредување – зборови што опишуваат нанесување штета на себеси.,1.7039172649383545
Блаже Конески,Разделба,Сексуална содржина,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.374663829803467
Блаже Конески,Разделба,Зборови поврзани со слободно време,Зборови поврзани со слободно време – зборови што опишуваат рекреација и хоби.,1.4614548683166504
Блаже Конески,Разделба,Зборови поврзани со дом,Зборови поврзани со дом – зборови што се однесуваат на живеалиште и семејство.,1.5094428062438965
Блаже Конески,Разделба,Зборови поврзани со работа,Зборови поврзани со работа – зборови што се однесуваат на професија и задачи.,1.4068574905395508
Блаже Конески,Разделба,Зборови поврзани со пари,Дали авторот на следниот пасус ја содржи оваа особина? Зборови поврзани со пари.,1.5450127124786377
Блаже Конески,Разделба,Зборови поврзани со религија,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.3742074966430664
Блаже Конески,Разделба,Зборови поврзани со политика,"Одговори со Да или Не. Доколку одговорот е Да, продолжи со образложение. Доколку одговорот е Не, не давај никакво образложение.",2.131944417953491
Блаже Конески,Разделба,Зборови поврзани со култура,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.733402967453003
Блаже Конески,Разделба,Странски зборови,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.373131036758423
Блаже Конески,Разделба,Научни зборови,Дали авторот на овој пасус користи научни зборови?[/INST],1.2004985809326172
Блаже Конески,Разделба,Сленг зборови,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.369734525680542
Блаже Конески,Разделба,Сленг од социјални мрежи,"Асистентот дава краток одговор, согласно описот на корисникот. Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",4.101001024246216
Блаже Конески,Разделба,Зборови-полнители (filler words),"Во примерите 1 и 2, авторот користи активен глас. Во пример 3, авторот користи пасивен глас. И во сите три примери, авторот не користи зборови-полнители (filler words).",2.5680580139160156
Блаже Конески,Разделба,Зборови фокусирани на минатото,"Во овој разговор, корисникот треба да напише краток опис за присуството или отсуството на одредена особина во пасусот. Корисникот може да го напише својот одговор со користење на зборовите „Да“ или „Не“, но исто така треба да ги објасни своите одговори.",3.7975597381591797
Блаже Конески,Разделба,Зборови фокусирани на сегашноста,"Ако присуството е поголемо од 0,5, дај го описот на авторот за оваа особина. Ако не е, дај само НЕ.",1.8914222717285156
Блаже Конески,Разделба,Зборови фокусирани на иднината,Зборови фокусирани на иднината – зборови што се однесуваат на претстојни настани.,1.582338571548462
Блаже Конески,Разделба,Зборови поврзани со време,"Да, авторот ја содржи оваа особина во својот стил. Тој користи зборови поврзани со време за да ја опише ситуацијата и периодот на дејството. Ова е важна особина бидејќи таа им помага на читателите да се вклучат во приказната и да го разберат текот на настаните.",4.066430330276489
Блаже Конески,Разделба,Погрешно напишани зборови,Погрешно напишани зборови – зборови со правописни грешки.,1.1623351573944092
Блаже Конески,Разделба,Повторени зборови,"Дали авторот користи повторени зборови?[INST]Реченицата е пример на повторување на зборови. Ако е присутна, одговор ДА, ако не е присутна, одговор НЕ.[/INST]",2.7536797523498535
Блаже Конески,Разделба,Зборови кои изразуваат количина,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.7348952293396
Блаже Конески,Разделба,Зборови кои означуваат семејство,Зборови кои означуваат семејство – зборови што именуваат членови на семејство.,1.5460796356201172
Блаже Конески,Разделба,Зборови кои означуваат пријатели,Зборови кои означуваат пријатели – зборови што се однесуваат на пријателски односи.,1.5087394714355469
Блаже Конески,Разделба,Зборови кои означуваат мажи,"[INST]Доколку е присутна особината, одговори со ДА и проследено со образложение. Доколку не е присутна, одговори само со НЕ и ништо друго.[/INST]",2.4039669036865234
Блаже Конески,Разделба,Зборови кои означуваат жени,Зборови кои означуваат жени – зборови што се однесуваат на женски личности.,1.4349339008331299
Блаже Конески,Разделба,Зборови кои означуваат миленици,"Одговори со Да или Не. Ако одговорот е Да, проследено со образложение. Ако одговорот е Не, не давај никакво објаснување.",2.090132713317871
Блаже Конески,Разделба,Зборови кои означуваат социјален статус,"Ако е присутна, одговара со ДА и дава краток опис за тоа што значи. Ако не е присутна, одговара со НЕ и ништо друго.",2.1270368099212646
Блаже Конески,Разделба,Зборови кои означуваат сиромаштија,"Ако е присутна, одговори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.1598801612854004
Блаже Конески,Разделба,Зборови кои означуваат богатство,"Почитуван корисник, ви благодариме што го посетивте нашиот портал. Ова е автоматски одговор на вашето прашање.",1.85280442237854
Блаже Конески,Разделба,Интерпункциски симболи,"Асистент, дава одговори на прашањата на корисникот. Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",3.877312421798706
Блаже Конески,Разделба,Составени зборови со цртичка,"Активен глас е кога подметот ја извршува дејството. На пример, „Тој го напишал своето име.“ е активен глас бидејќи подметот „Тој“ ја извршува дејството „напиша“.",2.935406446456909
Блаже Конески,Разделба,Оксфордска запирка,"Ако присуството е помеѓу 0 и 1, одговори со „ДА“ и дај го образложението. Ако не е присутно, одговори само со „НЕ“.",2.120288133621216
Блаже Конески,Разделба,Зборови во загради,"Ако е присутна, одговори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.15584397315979
Блаже Конески,Разделба,Броеви,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.697114944458008
Блаже Конески,Разделба,Издолжени зборови,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.707585334777832
Гане Тодоровски,Македонски јазик,Фигуративен јазик,Дали авторот на овој пасус користи фигуративен јазик?[/INST],1.2878127098083496
Гане Тодоровски,Македонски јазик,Сарказам,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.383303165435791
Гане Тодоровски,Македонски јазик,Фрагмент од реченица,"Ако е присутна, одговори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.1576621532440186
Гане Тодоровски,Македонски јазик,Долга реченица (run-on),Долга реченица (run-on) – реченица составена од повеќе мисли без правилна интерпункција или сврзници.,1.7676925659179688
Гане Тодоровски,Македонски јазик,Активен глас,Активен глас – конструкција во која подметот ја врши дејството (на пр. „Јас го пишувам писмото“).,1.833451271057129
Гане Тодоровски,Македонски јазик,Пасивен глас,"Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.",2.385251522064209
